row_key,business_need,prd_reference,srs_requirement,requirement_type,requirement_text,evidence_status,implementation_status,roadmap_day,target_artifact,verification_method,acceptance_evidence,safety_critical,open_questions
PRD-PP-06,PRD-NS-01,PRD-PP-06,,PRODUCT_PRINCIPLE,Automation of toil first: Ưu tiên giảm công việc lặp lại trước khi mở rộng sang các model phức tạp.,VERIFIED_DOCUMENTED,FROZEN,DAY_01,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-PP-07,PRD-NS-01,PRD-PP-07,,PRODUCT_PRINCIPLE,Modality-neutral foundation: Kiến trúc dữ liệu đủ chung để mở rộng sEMG → pressure → kinematics khi phù hợp.,VERIFIED_DOCUMENTED,FROZEN,DAY_01,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-KPI-01,PRD-NS-01,PRD-KPI-01,,KPI_FRAMEWORK,Manual processing time / case: Thời gian bác sĩ thực sự xử lý data sau thu đo. Baseline=TBD; team ước lượng ≥60 phút/ca. Pilot target=Giảm ≥50% là mục tiêu nghiên cứu ban đầu; chốt sau baseline..,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_03;DAY_81,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']};{'title': 'Locked Retrospective Cohort & Evidence-Tier Freeze', 'outputs': ['clinical/validation/retrospective-cohort-protocol.v1.0.md', 'data-platform/catalog/retrospective-cohort-manifest.v1.0.yaml', 'security-compliance/privacy/retrospective-access-approval.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,false,OQ-002
PRD-KPI-02,PRD-NS-01,PRD-KPI-02,,KPI_FRAMEWORK,Full-manual-review rate: % ca bác sĩ phải xử lý lại gần như toàn bộ. Baseline=TBD. Pilot target=Giảm rõ rệt; target chốt sau 20-30 ca baseline..,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_03;DAY_81,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']};{'title': 'Locked Retrospective Cohort & Evidence-Tier Freeze', 'outputs': ['clinical/validation/retrospective-cohort-protocol.v1.0.md', 'data-platform/catalog/retrospective-cohort-manifest.v1.0.yaml', 'security-compliance/privacy/retrospective-access-approval.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,false,OQ-002
PRD-KPI-03,PRD-NS-01,PRD-KPI-03,,KPI_FRAMEWORK,Re-measurement rate: % ca phải đo lại vì lỗi chất lượng/thu nhận. Baseline=Có xảy ra; chưa có tỷ lệ. Pilot target=Giảm sau khi triển khai QC sớm..,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_03;DAY_81,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']};{'title': 'Locked Retrospective Cohort & Evidence-Tier Freeze', 'outputs': ['clinical/validation/retrospective-cohort-protocol.v1.0.md', 'data-platform/catalog/retrospective-cohort-manifest.v1.0.yaml', 'security-compliance/privacy/retrospective-access-approval.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,false,OQ-003
PRD-KPI-04,PRD-NS-01,PRD-KPI-04,,KPI_FRAMEWORK,QC critical-artifact recall: Khả năng bắt các lỗi bác sĩ cho là cần can thiệp. Baseline=N/A. Pilot target=Sensitivity-first; threshold chốt cùng bác sĩ..,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_03;DAY_81,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']};{'title': 'Locked Retrospective Cohort & Evidence-Tier Freeze', 'outputs': ['clinical/validation/retrospective-cohort-protocol.v1.0.md', 'data-platform/catalog/retrospective-cohort-manifest.v1.0.yaml', 'security-compliance/privacy/retrospective-access-approval.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-004
PRD-KPI-05,PRD-NS-01,PRD-KPI-05,,KPI_FRAMEWORK,Doctor acceptance rate: % ca output được chấp nhận mà không cần reprocess toàn bộ. Baseline=N/A. Pilot target=Tăng theo pilot..,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_03;DAY_81,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']};{'title': 'Locked Retrospective Cohort & Evidence-Tier Freeze', 'outputs': ['clinical/validation/retrospective-cohort-protocol.v1.0.md', 'data-platform/catalog/retrospective-cohort-manifest.v1.0.yaml', 'security-compliance/privacy/retrospective-access-approval.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,false,
PRD-KPI-06,PRD-NS-01,PRD-KPI-06,,KPI_FRAMEWORK,Abstention appropriateness: Hệ thống biết từ chối khi dữ liệu không đủ. Baseline=N/A. Pilot target=Không để low-quality signal biến thành kết luận tự tin..,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_03;DAY_81,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']};{'title': 'Locked Retrospective Cohort & Evidence-Tier Freeze', 'outputs': ['clinical/validation/retrospective-cohort-protocol.v1.0.md', 'data-platform/catalog/retrospective-cohort-manifest.v1.0.yaml', 'security-compliance/privacy/retrospective-access-approval.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-KPI-07,PRD-NS-01,PRD-KPI-07,,KPI_FRAMEWORK,Traceability completeness: % output có đủ source/config/version/reason. Baseline=N/A. Pilot target=100% cho output chính..,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_03;DAY_81,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']};{'title': 'Locked Retrospective Cohort & Evidence-Tier Freeze', 'outputs': ['clinical/validation/retrospective-cohort-protocol.v1.0.md', 'data-platform/catalog/retrospective-cohort-manifest.v1.0.yaml', 'security-compliance/privacy/retrospective-access-approval.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-OQ-01,PRD-NS-01,PRD-OQ-01,,OPEN_QUESTION,Số ca sEMG/tháng và distribution theo bệnh lý/protocol.,UNKNOWN,BLOCKED,DAY_03,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-001
PRD-OQ-02,PRD-NS-01,PRD-OQ-02,,OPEN_QUESTION,Time-motion baseline chính xác cho từng công đoạn.,UNKNOWN,BLOCKED,DAY_03,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-002
PRD-OQ-03,PRD-NS-01,PRD-OQ-03,,OPEN_QUESTION,Tỷ lệ đo lại và nguyên nhân đo lại.,UNKNOWN,BLOCKED,DAY_03,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-003
PRD-OQ-04,PRD-NS-01,PRD-OQ-04,,OPEN_QUESTION,Các filter/normalization/window/protocol hiện bác sĩ đang dùng và nguồn tham chiếu.,DISCOVERY_REQUIRED,BLOCKED,DAY_04,"{'title': 'Clinical Data-Quality Taxonomy: Artifact vs Physiological Variation', 'outputs': ['clinical/quality/qc-taxonomy.v0.1.yaml', 'clinical/quality/artifact-vs-physiology-guidance.v0.1.md', 'packages/common-schemas/json/quality-reason-codes.schema.json']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-004
PRD-OQ-05,PRD-NS-01,PRD-OQ-05,,OPEN_QUESTION,Output sEMG cuối đang hỗ trợ quyết định lâm sàng cụ thể nào.,DISCOVERY_REQUIRED,BLOCKED,DAY_03,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-005
PRD-OQ-06,PRD-NS-01,PRD-OQ-06,,OPEN_QUESTION,Metadata bệnh nhân/protocol được lưu ở đâu và mức đầy đủ.,DISCOVERY_REQUIRED,BLOCKED,DAY_12,"{'title': 'Canonical Session, Signal & ProtocolContext Contract', 'outputs': ['packages/common-schemas/json/session.schema.json', 'packages/common-schemas/json/signal.schema.json', 'packages/common-schemas/json/protocol-context.schema.json', 'packages/common-schemas/json/session.schema.json']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-006
PRD-OQ-07,PRD-NS-01,PRD-OQ-07,,OPEN_QUESTION,"Tên chính xác góc/DOF knee gặp lỗi, system/model, ground truth và current workaround.",DISCOVERY_REQUIRED,BLOCKED,DAY_73;DAY_79,"{'title': 'DR-K01 — Capture One Real Knee/ACL Failure Case', 'outputs': ['clinical/knee-discovery/DR-K01-failure-case-manifest.yaml', 'clinical/knee-discovery/DR-K01-evidence-notes.md']};{'title': 'DR-K08 — Success Criterion & Root-Cause Experiments', 'outputs': ['clinical/knee-discovery/DR-K08-success-criterion.md', 'ai-core/pipelines/run_knee_root_cause_diagnostics.py', 'qa-validation/validation-reports/knee-root-cause-experiments-v0.1.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-009;OQ-010;OQ-011;OQ-012;OQ-013;OQ-014;OQ-015
PRD-OQ-08,PRD-NS-01,PRD-OQ-08,,OPEN_QUESTION,Definition chính xác của LT/RT Force trong Noraxon pressure/treadmill export.,DISCOVERY_REQUIRED,BLOCKED,DAY_64,"{'title': 'Pressure Field Semantics Verification: LT/RT Force, COP, Contact', 'outputs': ['clinical/pressure/pressure-field-semantics.v0.1.md', 'data-platform/contracts/noraxon/pressure-field-dictionary.v0.1.yaml', 'clinical/pressure/open-semantics-evidence-log.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-008
PRD-OQ-09,PRD-NS-01,PRD-OQ-09,,OPEN_QUESTION,Quy trình data privacy/consent/de-identification áp dụng cho dataset người thật được gửi VSF.,DISCOVERY_REQUIRED,BLOCKED,DAY_05,"{'title': 'Privacy, PHI & De-identification Gate', 'outputs': ['security-compliance/privacy/motionlab-data-classification.v0.1.md', 'security-compliance/privacy/deidentification-sop.v0.1.md', 'security-compliance/privacy/patient-data-access-matrix.v0.1.yaml']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-007
